family	type	auc
Ets-related factors{3.5.2}	all	0.79687
Ets-related factors{3.5.2}	all	0.83506
Ets-related factors{3.5.2}	all	0.80613
Ets-related factors{3.5.2}	all	0.80032
Ets-related factors{3.5.2}	all	0.80341
Ets-related factors{3.5.2}	all	0.78844
Ets-related factors{3.5.2}	all	0.82154
Ets-related factors{3.5.2}	all	0.60319
Ets-related factors{3.5.2}	all	0.83478
Ets-related factors{3.5.2}	all	0.81814
Ets-related factors{3.5.2}	all	0.74722
Ets-related factors{3.5.2}	all	0.74565
Ets-related factors{3.5.2}	all	0.74589
Ets-related factors{3.5.2}	all	0.70091
Ets-related factors{3.5.2}	all	0.82564
Ets-related factors{3.5.2}	all	0.81799
Ets-related factors{3.5.2}	all	0.7657
Ets-related factors{3.5.2}	all	0.52383
Ets-related factors{3.5.2}	all	0.44873
Ets-related factors{3.5.2}	all	0.58621
Ets-related factors{3.5.2}	all	0.6855
Ets-related factors{3.5.2}	all	0.78969
Ets-related factors{3.5.2}	all	0.80797
Ets-related factors{3.5.2}	all	0.81502
Ets-related factors{3.5.2}	all	0.79689
Ets-related factors{3.5.2}	all	0.82233
Ets-related factors{3.5.2}	all	0.72698
Ets-related factors{3.5.2}	all	0.66122
Ets-related factors{3.5.2}	all	0.63954
Ets-related factors{3.5.2}	all	0.73337
Ets-related factors{3.5.2}	all	0.74869
Ets-related factors{3.5.2}	all	0.79152
Ets-related factors{3.5.2}	all	0.84569
Ets-related factors{3.5.2}	all	0.84675
Ets-related factors{3.5.2}	all	0.82423
Ets-related factors{3.5.2}	all	0.83965
Ets-related factors{3.5.2}	all	0.84143
Ets-related factors{3.5.2}	all	0.73231
Ets-related factors{3.5.2}	all	0.61276
Ets-related factors{3.5.2}	all	0.67072
Ets-related factors{3.5.2}	all	0.71597
Ets-related factors{3.5.2}	all	0.71113
Ets-related factors{3.5.2}	all	0.74347
Ets-related factors{3.5.2}	all	0.67758
Ets-related factors{3.5.2}	all	0.74073
Ets-related factors{3.5.2}	all	0.64092
Ets-related factors{3.5.2}	all	0.63591
Ets-related factors{3.5.2}	all	0.77451
Ets-related factors{3.5.2}	all	0.75836
Ets-related factors{3.5.2}	all	0.76441
Ets-related factors{3.5.2}	all	0.75592
Ets-related factors{3.5.2}	all	0.73508
Ets-related factors{3.5.2}	all	0.50824
Ets-related factors{3.5.2}	all	0.72516
Ets-related factors{3.5.2}	all	0.7386
Ets-related factors{3.5.2}	all	0.78112
Ets-related factors{3.5.2}	all	0.66272
Ets-related factors{3.5.2}	all	0.64384
Ets-related factors{3.5.2}	all	0.6264
Ets-related factors{3.5.2}	all	0.71886
Ets-related factors{3.5.2}	all	0.8213
Ets-related factors{3.5.2}	all	0.77032
Ets-related factors{3.5.2}	all	0.81702
Ets-related factors{3.5.2}	all	0.81896
Ets-related factors{3.5.2}	all	0.8268
Ets-related factors{3.5.2}	all	0.81394
Ets-related factors{3.5.2}	all	0.82885
Ets-related factors{3.5.2}	all	0.82116
Ets-related factors{3.5.2}	all	0.83743
Ets-related factors{3.5.2}	all	0.80482
Ets-related factors{3.5.2}	all	0.81533
Ets-related factors{3.5.2}	all	0.83254
Ets-related factors{3.5.2}	all	0.8123
Ets-related factors{3.5.2}	all	0.81057
Ets-related factors{3.5.2}	all	0.82172
Ets-related factors{3.5.2}	all	0.62277
Ets-related factors{3.5.2}	all	0.69508
Ets-related factors{3.5.2}	all	0.62312
Ets-related factors{3.5.2}	all	0.67945
Ets-related factors{3.5.2}	all	0.63834
Ets-related factors{3.5.2}	all	0.67353
Ets-related factors{3.5.2}	all	0.69544
Ets-related factors{3.5.2}	all	0.69691
Ets-related factors{3.5.2}	all	0.68709
Ets-related factors{3.5.2}	all	0.55846
Ets-related factors{3.5.2}	all	0.65845
Ets-related factors{3.5.2}	all	0.64263
Ets-related factors{3.5.2}	all	0.62977
Ets-related factors{3.5.2}	all	0.67361
Ets-related factors{3.5.2}	all	0.71053
Ets-related factors{3.5.2}	all	0.71658
Ets-related factors{3.5.2}	all	0.68902
Ets-related factors{3.5.2}	all	0.68251
Ets-related factors{3.5.2}	all	0.6838
Ets-related factors{3.5.2}	all	0.64538
Ets-related factors{3.5.2}	all	0.64669
Ets-related factors{3.5.2}	all	0.70053
Ets-related factors{3.5.2}	all	0.683
Ets-related factors{3.5.2}	all	0.68982
Ets-related factors{3.5.2}	all	0.6398
Ets-related factors{3.5.2}	all	0.64179
Ets-related factors{3.5.2}	all	0.6801
Ets-related factors{3.5.2}	all	0.6828
Ets-related factors{3.5.2}	all	0.64272
Ets-related factors{3.5.2}	all	0.64255
Ets-related factors{3.5.2}	all	0.65758
Ets-related factors{3.5.2}	all	0.93039
Ets-related factors{3.5.2}	all	0.94179
Ets-related factors{3.5.2}	all	0.94133
Ets-related factors{3.5.2}	all	0.93796
Ets-related factors{3.5.2}	all	0.94133
Ets-related factors{3.5.2}	all	0.91683
Ets-related factors{3.5.2}	all	0.94211
Ets-related factors{3.5.2}	all	0.70357
Ets-related factors{3.5.2}	all	0.96185
Ets-related factors{3.5.2}	all	0.94896
Ets-related factors{3.5.2}	all	0.85259
Ets-related factors{3.5.2}	all	0.84201
Ets-related factors{3.5.2}	all	0.8402
Ets-related factors{3.5.2}	all	0.78689
Ets-related factors{3.5.2}	all	0.94463
Ets-related factors{3.5.2}	all	0.94967
Ets-related factors{3.5.2}	all	0.878
Ets-related factors{3.5.2}	all	0.52964
Ets-related factors{3.5.2}	all	0.46306
Ets-related factors{3.5.2}	all	0.69139
Ets-related factors{3.5.2}	all	0.77845
Ets-related factors{3.5.2}	all	0.9028
Ets-related factors{3.5.2}	all	0.90675
Ets-related factors{3.5.2}	all	0.90685
Ets-related factors{3.5.2}	all	0.88778
Ets-related factors{3.5.2}	all	0.87827
Ets-related factors{3.5.2}	all	0.84463
Ets-related factors{3.5.2}	all	0.71828
Ets-related factors{3.5.2}	all	0.6626
Ets-related factors{3.5.2}	all	0.81514
Ets-related factors{3.5.2}	all	0.81421
Ets-related factors{3.5.2}	all	0.91654
Ets-related factors{3.5.2}	all	0.92236
Ets-related factors{3.5.2}	all	0.94949
Ets-related factors{3.5.2}	all	0.92982
Ets-related factors{3.5.2}	all	0.9417
Ets-related factors{3.5.2}	all	0.94051
Ets-related factors{3.5.2}	all	0.80393
Ets-related factors{3.5.2}	all	0.66639
Ets-related factors{3.5.2}	all	0.74809
Ets-related factors{3.5.2}	all	0.7946
Ets-related factors{3.5.2}	all	0.78681
Ets-related factors{3.5.2}	all	0.83458
Ets-related factors{3.5.2}	all	0.74601
Ets-related factors{3.5.2}	all	0.81735
Ets-related factors{3.5.2}	all	0.72608
Ets-related factors{3.5.2}	all	0.69161
Ets-related factors{3.5.2}	all	0.9
Ets-related factors{3.5.2}	all	0.88584
Ets-related factors{3.5.2}	all	0.90752
Ets-related factors{3.5.2}	all	0.87266
Ets-related factors{3.5.2}	all	0.84215
Ets-related factors{3.5.2}	all	0.54887
Ets-related factors{3.5.2}	all	0.83002
Ets-related factors{3.5.2}	all	0.83795
Ets-related factors{3.5.2}	all	0.87962
Ets-related factors{3.5.2}	all	0.78325
Ets-related factors{3.5.2}	all	0.76167
Ets-related factors{3.5.2}	all	0.72507
Ets-related factors{3.5.2}	all	0.81308
Ets-related factors{3.5.2}	all	0.95129
Ets-related factors{3.5.2}	all	0.86455
Ets-related factors{3.5.2}	all	0.93718
Ets-related factors{3.5.2}	all	0.94266
Ets-related factors{3.5.2}	all	0.95445
Ets-related factors{3.5.2}	all	0.95022
Ets-related factors{3.5.2}	all	0.94636
Ets-related factors{3.5.2}	all	0.95206
Ets-related factors{3.5.2}	all	0.95713
Ets-related factors{3.5.2}	all	0.91791
Ets-related factors{3.5.2}	all	0.93448
Ets-related factors{3.5.2}	all	0.96242
Ets-related factors{3.5.2}	all	0.94732
Ets-related factors{3.5.2}	all	0.9484
Ets-related factors{3.5.2}	all	0.95183
Ets-related factors{3.5.2}	all	0.73692
Ets-related factors{3.5.2}	all	0.81713
Ets-related factors{3.5.2}	all	0.73163
Ets-related factors{3.5.2}	all	0.78468
Ets-related factors{3.5.2}	all	0.7465
Ets-related factors{3.5.2}	all	0.84601
Ets-related factors{3.5.2}	all	0.82886
Ets-related factors{3.5.2}	all	0.81502
Ets-related factors{3.5.2}	all	0.80837
Ets-related factors{3.5.2}	all	0.64061
Ets-related factors{3.5.2}	all	0.77595
Ets-related factors{3.5.2}	all	0.74982
Ets-related factors{3.5.2}	all	0.751
Ets-related factors{3.5.2}	all	0.73216
Ets-related factors{3.5.2}	all	0.83427
Ets-related factors{3.5.2}	all	0.83224
Ets-related factors{3.5.2}	all	0.83031
Ets-related factors{3.5.2}	all	0.8283
Ets-related factors{3.5.2}	all	0.82281
Ets-related factors{3.5.2}	all	0.77367
Ets-related factors{3.5.2}	all	0.75659
Ets-related factors{3.5.2}	all	0.82254
Ets-related factors{3.5.2}	all	0.78782
Ets-related factors{3.5.2}	all	0.79658
Ets-related factors{3.5.2}	all	0.75429
Ets-related factors{3.5.2}	all	0.75026
Ets-related factors{3.5.2}	all	0.80424
Ets-related factors{3.5.2}	all	0.80206
Ets-related factors{3.5.2}	all	0.76421
Ets-related factors{3.5.2}	all	0.76936
Ets-related factors{3.5.2}	all	0.76441
Ets-related factors{3.5.2}	all	0.75273
Ets-related factors{3.5.2}	all	0.82112
Ets-related factors{3.5.2}	all	0.75789
Ets-related factors{3.5.2}	all	0.75758
Ets-related factors{3.5.2}	all	0.76732
Ets-related factors{3.5.2}	all	0.76889
Ets-related factors{3.5.2}	all	0.79885
Ets-related factors{3.5.2}	all	0.54803
Ets-related factors{3.5.2}	all	0.78206
Ets-related factors{3.5.2}	all	0.7636
Ets-related factors{3.5.2}	all	0.84091
Ets-related factors{3.5.2}	all	0.82369
Ets-related factors{3.5.2}	all	0.83372
Ets-related factors{3.5.2}	all	0.68339
Ets-related factors{3.5.2}	all	0.75716
Ets-related factors{3.5.2}	all	0.75241
Ets-related factors{3.5.2}	all	0.7664
Ets-related factors{3.5.2}	all	0.4207
Ets-related factors{3.5.2}	all	0.40065
Ets-related factors{3.5.2}	all	0.54072
Ets-related factors{3.5.2}	all	0.6425
Ets-related factors{3.5.2}	all	0.8437
Ets-related factors{3.5.2}	all	0.80985
Ets-related factors{3.5.2}	all	0.83597
Ets-related factors{3.5.2}	all	0.81311
Ets-related factors{3.5.2}	all	0.83069
Ets-related factors{3.5.2}	all	0.72504
Ets-related factors{3.5.2}	all	0.6775
Ets-related factors{3.5.2}	all	0.63142
Ets-related factors{3.5.2}	all	0.79441
Ets-related factors{3.5.2}	all	0.79475
Ets-related factors{3.5.2}	all	0.78014
Ets-related factors{3.5.2}	all	0.92416
Ets-related factors{3.5.2}	all	0.80925
Ets-related factors{3.5.2}	all	0.8286
Ets-related factors{3.5.2}	all	0.80954
Ets-related factors{3.5.2}	all	0.80488
Ets-related factors{3.5.2}	all	0.71226
Ets-related factors{3.5.2}	all	0.56069
Ets-related factors{3.5.2}	all	0.61184
Ets-related factors{3.5.2}	all	0.69143
Ets-related factors{3.5.2}	all	0.68794
Ets-related factors{3.5.2}	all	0.74862
Ets-related factors{3.5.2}	all	0.64866
Ets-related factors{3.5.2}	all	0.73372
Ets-related factors{3.5.2}	all	0.61446
Ets-related factors{3.5.2}	all	0.59874
Ets-related factors{3.5.2}	all	0.80208
Ets-related factors{3.5.2}	all	0.78403
Ets-related factors{3.5.2}	all	0.75537
Ets-related factors{3.5.2}	all	0.76501
Ets-related factors{3.5.2}	all	0.81573
Ets-related factors{3.5.2}	all	0.51576
Ets-related factors{3.5.2}	all	0.82025
Ets-related factors{3.5.2}	all	0.84886
Ets-related factors{3.5.2}	all	0.81883
Ets-related factors{3.5.2}	all	0.62431
Ets-related factors{3.5.2}	all	0.61096
Ets-related factors{3.5.2}	all	0.6006
Ets-related factors{3.5.2}	all	0.68733
Ets-related factors{3.5.2}	all	0.78642
Ets-related factors{3.5.2}	all	0.73167
Ets-related factors{3.5.2}	all	0.78741
Ets-related factors{3.5.2}	all	0.77333
Ets-related factors{3.5.2}	all	0.78594
Ets-related factors{3.5.2}	all	0.78115
Ets-related factors{3.5.2}	all	0.80221
Ets-related factors{3.5.2}	all	0.78181
Ets-related factors{3.5.2}	all	0.81002
Ets-related factors{3.5.2}	all	0.78333
Ets-related factors{3.5.2}	all	0.84765
Ets-related factors{3.5.2}	all	0.80058
Ets-related factors{3.5.2}	all	0.78267
Ets-related factors{3.5.2}	all	0.78283
Ets-related factors{3.5.2}	all	0.79144
Ets-related factors{3.5.2}	all	0.79712
Ets-related factors{3.5.2}	all	0.8887
Ets-related factors{3.5.2}	all	0.77732
Ets-related factors{3.5.2}	all	0.85616
Ets-related factors{3.5.2}	all	0.78227
Ets-related factors{3.5.2}	all	0.91039
Ets-related factors{3.5.2}	all	0.89065
Ets-related factors{3.5.2}	all	0.87748
Ets-related factors{3.5.2}	all	0.86785
Ets-related factors{3.5.2}	all	0.6019
Ets-related factors{3.5.2}	all	0.76744
Ets-related factors{3.5.2}	all	0.78865
Ets-related factors{3.5.2}	all	0.81528
Ets-related factors{3.5.2}	all	0.78046
Ets-related factors{3.5.2}	all	0.89886
Ets-related factors{3.5.2}	all	0.88807
Ets-related factors{3.5.2}	all	0.88113
Ets-related factors{3.5.2}	all	0.8877
Ets-related factors{3.5.2}	all	0.87467
Ets-related factors{3.5.2}	all	0.82231
Ets-related factors{3.5.2}	all	0.8074
Ets-related factors{3.5.2}	all	0.90371
Ets-related factors{3.5.2}	all	0.87057
Ets-related factors{3.5.2}	all	0.87591
Ets-related factors{3.5.2}	all	0.82405
Ets-related factors{3.5.2}	all	0.82689
Ets-related factors{3.5.2}	all	0.88452
Ets-related factors{3.5.2}	all	0.88711
Ets-related factors{3.5.2}	all	0.81569
Ets-related factors{3.5.2}	all	0.82815
Ets-related factors{3.5.2}	all	0.81852
Ets-related factors{3.5.2}	all	0.83346
Ets-related factors{3.5.2}	all	0.88541
Ets-related factors{3.5.2}	all	0.84789
Ets-related factors{3.5.2}	all	0.84751
Ets-related factors{3.5.2}	all	0.85249
Ets-related factors{3.5.2}	all	0.841
Ets-related factors{3.5.2}	all	0.87301
Ets-related factors{3.5.2}	all	0.61053
Ets-related factors{3.5.2}	all	0.87552
Ets-related factors{3.5.2}	all	0.85289
Ets-related factors{3.5.2}	all	0.85969
Ets-related factors{3.5.2}	all	0.84371
Ets-related factors{3.5.2}	all	0.85339
Ets-related factors{3.5.2}	all	0.73745
Ets-related factors{3.5.2}	all	0.85606
Ets-related factors{3.5.2}	all	0.85538
Ets-related factors{3.5.2}	all	0.8278
Ets-related factors{3.5.2}	all	0.45239
Ets-related factors{3.5.2}	all	0.42375
Ets-related factors{3.5.2}	all	0.59971
Ets-related factors{3.5.2}	all	0.7013
Ets-related factors{3.5.2}	all	0.87882
Ets-related factors{3.5.2}	all	0.87245
Ets-related factors{3.5.2}	all	0.88621
Ets-related factors{3.5.2}	all	0.86475
Ets-related factors{3.5.2}	all	0.87408
Ets-related factors{3.5.2}	all	0.7846
Ets-related factors{3.5.2}	all	0.7113
Ets-related factors{3.5.2}	all	0.64016
Ets-related factors{3.5.2}	all	0.81394
Ets-related factors{3.5.2}	all	0.82094
Ets-related factors{3.5.2}	all	0.84818
Ets-related factors{3.5.2}	all	0.93843
Ets-related factors{3.5.2}	all	0.89014
Ets-related factors{3.5.2}	all	0.89179
Ets-related factors{3.5.2}	all	0.88137
Ets-related factors{3.5.2}	all	0.88215
Ets-related factors{3.5.2}	all	0.76601
Ets-related factors{3.5.2}	all	0.60676
Ets-related factors{3.5.2}	all	0.67738
Ets-related factors{3.5.2}	all	0.74122
Ets-related factors{3.5.2}	all	0.73862
Ets-related factors{3.5.2}	all	0.79748
Ets-related factors{3.5.2}	all	0.69652
Ets-related factors{3.5.2}	all	0.78198
Ets-related factors{3.5.2}	all	0.66691
Ets-related factors{3.5.2}	all	0.64128
Ets-related factors{3.5.2}	all	0.86383
Ets-related factors{3.5.2}	all	0.83682
Ets-related factors{3.5.2}	all	0.8271
Ets-related factors{3.5.2}	all	0.82677
Ets-related factors{3.5.2}	all	0.83792
Ets-related factors{3.5.2}	all	0.51847
Ets-related factors{3.5.2}	all	0.83737
Ets-related factors{3.5.2}	all	0.8681
Ets-related factors{3.5.2}	all	0.85368
Ets-related factors{3.5.2}	all	0.69714
Ets-related factors{3.5.2}	all	0.68028
Ets-related factors{3.5.2}	all	0.65494
Ets-related factors{3.5.2}	all	0.74422
Ets-related factors{3.5.2}	all	0.87138
Ets-related factors{3.5.2}	all	0.80291
Ets-related factors{3.5.2}	all	0.86159
Ets-related factors{3.5.2}	all	0.86557
Ets-related factors{3.5.2}	all	0.87464
Ets-related factors{3.5.2}	all	0.869
Ets-related factors{3.5.2}	all	0.88219
Ets-related factors{3.5.2}	all	0.86824
Ets-related factors{3.5.2}	all	0.89325
Ets-related factors{3.5.2}	all	0.85744
Ets-related factors{3.5.2}	all	0.89658
Ets-related factors{3.5.2}	all	0.88758
Ets-related factors{3.5.2}	all	0.86865
Ets-related factors{3.5.2}	all	0.86698
Ets-related factors{3.5.2}	all	0.87938
Ets-related factors{3.5.2}	all	0.81429
Ets-related factors{3.5.2}	all	0.90841
Ets-related factors{3.5.2}	all	0.78896
Ets-related factors{3.5.2}	all	0.87775
Ets-related factors{3.5.2}	all	0.79842
Ets-related factors{3.5.2}	all	0.92416
Ets-related factors{3.5.2}	all	0.91216
Ets-related factors{3.5.2}	all	0.89809
Ets-related factors{3.5.2}	all	0.88708
Ets-related factors{3.5.2}	all	0.63949
Ets-related factors{3.5.2}	all	0.80154
Ets-related factors{3.5.2}	all	0.80404
Ets-related factors{3.5.2}	all	0.83021
Ets-related factors{3.5.2}	all	0.79382
Ets-related factors{3.5.2}	all	0.9141
Ets-related factors{3.5.2}	all	0.90332
Ets-related factors{3.5.2}	all	0.90644
Ets-related factors{3.5.2}	all	0.91041
Ets-related factors{3.5.2}	all	0.89417
Ets-related factors{3.5.2}	all	0.83507
Ets-related factors{3.5.2}	all	0.81962
Ets-related factors{3.5.2}	all	0.9202
Ets-related factors{3.5.2}	all	0.8916
Ets-related factors{3.5.2}	all	0.89668
Ets-related factors{3.5.2}	all	0.83971
Ets-related factors{3.5.2}	all	0.84228
Ets-related factors{3.5.2}	all	0.89718
Ets-related factors{3.5.2}	all	0.90331
Ets-related factors{3.5.2}	all	0.83462
Ets-related factors{3.5.2}	all	0.84615
Ets-related factors{3.5.2}	all	0.83957
Ets-related factors{3.5.2}	all	0.57582
Ets-related factors{3.5.2}	all	0.66558
Ets-related factors{3.5.2}	all	0.57028
Ets-related factors{3.5.2}	all	0.57442
Ets-related factors{3.5.2}	all	0.57177
Ets-related factors{3.5.2}	all	0.59735
Ets-related factors{3.5.2}	all	0.61446
Ets-related factors{3.5.2}	all	0.38276
Ets-related factors{3.5.2}	all	0.56285
Ets-related factors{3.5.2}	all	0.57227
Ets-related factors{3.5.2}	all	0.72377
Ets-related factors{3.5.2}	all	0.69976
Ets-related factors{3.5.2}	all	0.71514
Ets-related factors{3.5.2}	all	0.54833
Ets-related factors{3.5.2}	all	0.53624
Ets-related factors{3.5.2}	all	0.55323
Ets-related factors{3.5.2}	all	0.57446
Ets-related factors{3.5.2}	all	0.36234
Ets-related factors{3.5.2}	all	0.31148
Ets-related factors{3.5.2}	all	0.38961
Ets-related factors{3.5.2}	all	0.48467
Ets-related factors{3.5.2}	all	0.66596
Ets-related factors{3.5.2}	all	0.59279
Ets-related factors{3.5.2}	all	0.6465
Ets-related factors{3.5.2}	all	0.62159
Ets-related factors{3.5.2}	all	0.62613
Ets-related factors{3.5.2}	all	0.54484
Ets-related factors{3.5.2}	all	0.5801
Ets-related factors{3.5.2}	all	0.59063
Ets-related factors{3.5.2}	all	0.64214
Ets-related factors{3.5.2}	all	0.65147
Ets-related factors{3.5.2}	all	0.57664
Ets-related factors{3.5.2}	all	0.79817
Ets-related factors{3.5.2}	all	0.58146
Ets-related factors{3.5.2}	all	0.6054
Ets-related factors{3.5.2}	all	0.58299
Ets-related factors{3.5.2}	all	0.57565
Ets-related factors{3.5.2}	all	0.58283
Ets-related factors{3.5.2}	all	0.47092
Ets-related factors{3.5.2}	all	0.52144
Ets-related factors{3.5.2}	all	0.58068
Ets-related factors{3.5.2}	all	0.59181
Ets-related factors{3.5.2}	all	0.63592
Ets-related factors{3.5.2}	all	0.56232
Ets-related factors{3.5.2}	all	0.64216
Ets-related factors{3.5.2}	all	0.53682
Ets-related factors{3.5.2}	all	0.51058
Ets-related factors{3.5.2}	all	0.62548
Ets-related factors{3.5.2}	all	0.62282
Ets-related factors{3.5.2}	all	0.57754
Ets-related factors{3.5.2}	all	0.60991
Ets-related factors{3.5.2}	all	0.73017
Ets-related factors{3.5.2}	all	0.54289
Ets-related factors{3.5.2}	all	0.7581
Ets-related factors{3.5.2}	all	0.72469
Ets-related factors{3.5.2}	all	0.65451
Ets-related factors{3.5.2}	all	0.46409
Ets-related factors{3.5.2}	all	0.4442
Ets-related factors{3.5.2}	all	0.45454
Ets-related factors{3.5.2}	all	0.5128
Ets-related factors{3.5.2}	all	0.57904
Ets-related factors{3.5.2}	all	0.54951
Ets-related factors{3.5.2}	all	0.6184
Ets-related factors{3.5.2}	all	0.56136
Ets-related factors{3.5.2}	all	0.57264
Ets-related factors{3.5.2}	all	0.58944
Ets-related factors{3.5.2}	all	0.61209
Ets-related factors{3.5.2}	all	0.58842
Ets-related factors{3.5.2}	all	0.60532
Ets-related factors{3.5.2}	all	0.61468
Ets-related factors{3.5.2}	all	0.67967
Ets-related factors{3.5.2}	all	0.59932
Ets-related factors{3.5.2}	all	0.59734
Ets-related factors{3.5.2}	all	0.58883
Ets-related factors{3.5.2}	all	0.59089
Ets-related factors{3.5.2}	all	0.74623
Ets-related factors{3.5.2}	all	0.759
Ets-related factors{3.5.2}	all	0.73067
Ets-related factors{3.5.2}	all	0.75927
Ets-related factors{3.5.2}	all	0.75506
Ets-related factors{3.5.2}	all	0.82774
Ets-related factors{3.5.2}	all	0.79715
Ets-related factors{3.5.2}	all	0.76979
Ets-related factors{3.5.2}	all	0.77739
Ets-related factors{3.5.2}	all	0.48979
Ets-related factors{3.5.2}	all	0.62414
Ets-related factors{3.5.2}	all	0.73633
Ets-related factors{3.5.2}	all	0.75201
Ets-related factors{3.5.2}	all	0.72841
Ets-related factors{3.5.2}	all	0.8081
Ets-related factors{3.5.2}	all	0.79676
Ets-related factors{3.5.2}	all	0.77683
Ets-related factors{3.5.2}	all	0.78754
Ets-related factors{3.5.2}	all	0.79955
Ets-related factors{3.5.2}	all	0.77026
Ets-related factors{3.5.2}	all	0.75863
Ets-related factors{3.5.2}	all	0.75628
